السنة,الربع,المنطقة,النشاط الاقتصادي,حجم المنشأة,عدد المنشآت,عدد العاملين السعوديين,عدد السعوديين (ذكور),عدد السعوديات (إناث),عدد العاملين الأجانب,عدد الأجانب (ذكور),عدد الأجنبيات (إناث),Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
2023,1,منطقة حائل,صنع منتجات المطاط واللدائن,متوسطة,2,109,83,26,149,149,0,,,,,,,,,,
2023,1,منطقة عسير,صنع منتجات المطاط واللدائن,صغيرة,7,22,11,11,85,85,0,,,,,,,,,,
2023,1,منطقة عسير,صنع منتجات المطاط واللدائن,متناهية الصغر,25,9,4,5,50,50,0,,,,,,,,,,
2023,1,منطقة عسير,صنع منتجات المطاط واللدائن,متوسطة,4,80,45,35,237,237,0,,,,,,,,,,
2023,1,منطقة مكة المكرمة,صنع منتجات المطاط واللدائن,صغيرة,86,446,231,215,1561,1551,10,,,,,,,,,,
2023,1,منطقة مكة المكرمة,صنع منتجات المطاط واللدائن,كبيرة,12,1419,1072,347,3148,3134,14,,,,,,,,,,
2023,1,منطقة مكة المكرمة,صنع منتجات المطاط واللدائن,متناهية الصغر,77,33,23,10,169,168,1,,,,,,,,,,
2023,1,منطقة مكة المكرمة,صنع منتجات المطاط واللدائن,متوسطة,34,852,407,445,2976,2973,3,,,,,,,,,,
2023,1,منطقة نجران,صنع منتجات المطاط واللدائن,صغيرة,3,19,10,9,66,66,0,,,,,,,,,,
2023,1,منطقة نجران,صنع منتجات المطاط واللدائن,متناهية الصغر,11,4,3,1,33,33,0,,,,,,,,,,
2023,1,منطقة نجران,صنع منتجات المطاط واللدائن,متوسطة,3,53,18,35,244,244,0,,,,,,,,,,
2023,1,المنطقة الشرقية,صنع فحم الكوك والمنتجات النفطية المكررة,صغيرة,26,145,93,52,467,467,0,,,,,,,,,,
2023,1,المنطقة الشرقية,صنع فحم الكوك والمنتجات النفطية المكررة,كبيرة,8,4165,4105,60,1618,1617,1,,,,,,,,,,
2023,1,المنطقة الشرقية,صنع فحم الكوك والمنتجات النفطية المكررة,متناهية الصغر,11,8,4,4,18,17,1,,,,,,,,,,
2023,1,المنطقة الشرقية,صنع فحم الكوك والمنتجات النفطية المكررة,متوسطة,7,523,506,17,633,633,0,,,,,,,,,,
2023,1,منطقة الرياض,صنع فحم الكوك والمنتجات النفطية المكررة,صغيرة,33,193,114,79,428,425,3,,,,,,,,,,
2023,1,منطقة الرياض,صنع فحم الكوك والمنتجات النفطية المكررة,متناهية الصغر,38,33,19,14,60,59,1,,,,,,,,,,
2023,1,منطقة الرياض,صنع فحم الكوك والمنتجات النفطية المكررة,متوسطة,5,163,112,51,346,346,0,,,,,,,,,,
2023,1,منطقة القصيم,صنع فحم الكوك والمنتجات النفطية المكررة,صغيرة,4,27,24,3,77,77,0,,,,,,,,,,
2023,1,منطقة القصيم,صنع فحم الكوك والمنتجات النفطية المكررة,متناهية الصغر,3,1,1,0,7,7,0,,,,,,,,,,
2023,1,منطقة المدينة المنورة,صنع فحم الكوك والمنتجات النفطية المكررة,صغيرة,2,16,15,1,34,34,0,,,,,,,,,,
2023,1,منطقة المدينة المنورة,صنع فحم الكوك والمنتجات النفطية المكررة,كبيرة,4,2073,2008,65,498,498,0,,,,,,,,,,
2023,1,منطقة المدينة المنورة,صنع فحم الكوك والمنتجات النفطية المكررة,متناهية الصغر,5,5,3,2,9,9,0,,,,,,,,,,
2023,1,منطقة المدينة المنورة,صنع فحم الكوك والمنتجات النفطية المكررة,متوسطة,4,203,199,4,464,464,0,,,,,,,,,,
2023,1,منطقة تبوك,صنع فحم الكوك والمنتجات النفطية المكررة,صغيرة,1,3,3,0,8,8,0,,,,,,,,,,
2023,1,منطقة تبوك,صنع فحم الكوك والمنتجات النفطية المكررة,متناهية الصغر,1,1,0,1,0,0,0,,,,,,,,,,
2023,1,منطقة جازان,صنع فحم الكوك والمنتجات النفطية المكررة,كبيرة,1,236,228,8,63,59,4,,,,,,,,,,
2023,1,منطقة جازان,صنع فحم الكوك والمنتجات النفطية المكررة,متناهية الصغر,2,1,1,0,3,3,0,,,,,,,,,,
2023,1,منطقة حائل,صنع فحم الكوك والمنتجات النفطية المكررة,متناهية الصغر,1,0,0,0,3,3,0,,,,,,,,,,
2023,1,منطقة عسير,صنع فحم الكوك والمنتجات النفطية المكررة,صغيرة,1,6,3,3,19,19,0,,,,,,,,,,
2023,1,منطقة عسير,صنع فحم الكوك والمنتجات النفطية المكررة,متوسطة,1,16,9,7,46,46,0,,,,,,,,,,
2023,1,منطقة مكة المكرمة,صنع فحم الكوك والمنتجات النفطية المكررة,صغيرة,19,100,58,42,259,257,2,,,,,,,,,,
2023,1,منطقة مكة المكرمة,صنع فحم الكوك والمنتجات النفطية المكررة,كبيرة,4,3156,3055,101,1479,1464,15,,,,,,,,,,
2023,1,منطقة مكة المكرمة,صنع فحم الكوك والمنتجات النفطية المكررة,متناهية الصغر,18,13,9,4,30,29,1,,,,,,,,,,
2023,1,منطقة مكة المكرمة,صنع فحم الكوك والمنتجات النفطية المكررة,متوسطة,5,146,127,19,176,175,1,,,,,,,,,,
2023,1,المنطقة الشرقية,صُنع الورق ومنتجات الورق,صغيرة,51,297,154,143,941,938,3,,,,,,,,,,
2023,1,المنطقة الشرقية,صُنع الورق ومنتجات الورق,كبيرة,7,723,559,164,1726,1722,4,,,,,,,,,,
2023,1,المنطقة الشرقية,صُنع الورق ومنتجات الورق,متناهية الصغر,46,27,10,17,98,97,1,,,,,,,,,,
2023,1,المنطقة الشرقية,صُنع الورق ومنتجات الورق,متوسطة,23,742,483,259,1827,1821,6,,,,,,,,,,
2023,1,منطقة الجوف,صُنع الورق ومنتجات الورق,صغيرة,1,2,2,0,9,9,0,,,,,,,,,,
2023,1,منطقة الجوف,صُنع الورق ومنتجات الورق,متناهية الصغر,2,0,0,0,6,6,0,,,,,,,,,,
2023,1,منطقة الحدود الشمالية,صُنع الورق ومنتجات الورق,صغيرة,2,3,1,2,25,25,0,,,,,,,,,,
2023,1,منطقة الحدود الشمالية,صُنع الورق ومنتجات الورق,متناهية الصغر,1,0,0,0,1,1,0,,,,,,,,,,
2023,1,منطقة الرياض,صُنع الورق ومنتجات الورق,صغيرة,113,576,230,346,1757,1743,14,,,,,,,,,,
2023,1,منطقة الرياض,صُنع الورق ومنتجات الورق,كبيرة,2,146,33,113,383,383,0,,,,,,,,,,
2023,1,منطقة الرياض,صُنع الورق ومنتجات الورق,متناهية الصغر,119,52,24,28,271,268,3,,,,,,,,,,
2023,1,منطقة الرياض,صُنع الورق ومنتجات الورق,متوسطة,44,1161,661,500,3518,3504,14,,,,,,,,,,
2023,1,منطقة القصيم,صُنع الورق ومنتجات الورق,صغيرة,12,46,21,25,175,174,1,,,,,,,,,,
2023,1,منطقة القصيم,صُنع الورق ومنتجات الورق,متناهية الصغر,18,5,1,4,42,42,0,,,,,,,,,,
2023,1,منطقة القصيم,صُنع الورق ومنتجات الورق,متوسطة,4,102,61,41,344,344,0,,,,,,,,,,
2023,1,منطقة المدينة المنورة,صُنع الورق ومنتجات الورق,صغيرة,13,55,28,27,202,197,5,,,,,,,,,,
2023,1,منطقة المدينة المنورة,صُنع الورق ومنتجات الورق,متناهية الصغر,15,6,1,5,21,21,0,,,,,,,,,,
2023,1,منطقة المدينة المنورة,صُنع الورق ومنتجات الورق,متوسطة,2,32,26,6,108,108,0,,,,,,,,,,
2023,1,منطقة تبوك,صُنع الورق ومنتجات الورق,صغيرة,4,16,9,7,72,72,0,,,,,,,,,,
2023,1,منطقة تبوك,صُنع الورق ومنتجات الورق,متناهية الصغر,3,0,0,0,7,7,0,,,,,,,,,,
2023,1,منطقة تبوك,صُنع الورق ومنتجات الورق,متوسطة,1,19,7,12,40,40,0,,,,,,,,,,
2023,1,منطقة جازان,صُنع الورق ومنتجات الورق,صغيرة,3,8,3,5,20,20,0,,,,,,,,,,
2023,1,منطقة جازان,صُنع الورق ومنتجات الورق,متناهية الصغر,4,1,0,1,11,11,0,,,,,,,,,,
2023,1,منطقة جازان,صُنع الورق ومنتجات الورق,متوسطة,1,26,10,16,84,84,0,,,,,,,,,,
2023,1,منطقة حائل,صُنع الورق ومنتجات الورق,صغيرة,4,20,5,15,52,52,0,,,,,,,,,,
2023,1,منطقة حائل,صُنع الورق ومنتجات الورق,متناهية الصغر,5,1,1,0,19,19,0,,,,,,,,,,
2023,1,منطقة عسير,صُنع الورق ومنتجات الورق,صغيرة,10,32,15,17,104,104,0,,,,,,,,,,
2023,1,منطقة عسير,صُنع الورق ومنتجات الورق,متناهية الصغر,10,5,3,2,27,27,0,,,,,,,,,,
2023,1,منطقة عسير,صُنع الورق ومنتجات الورق,متوسطة,1,16,3,13,49,49,0,,,,,,,,,,
2023,1,منطقة مكة المكرمة,صُنع الورق ومنتجات الورق,صغيرة,82,340,199,141,1140,1135,5,,,,,,,,,,
2023,1,منطقة مكة المكرمة,صُنع الورق ومنتجات الورق,كبيرة,4,602,453,149,1412,1402,10,,,,,,,,,,
2023,1,منطقة مكة المكرمة,صُنع الورق ومنتجات الورق,متناهية الصغر,58,29,14,15,123,117,6,,,,,,,,,,
2023,1,منطقة مكة المكرمة,صُنع الورق ومنتجات الورق,متوسطة,32,977,506,471,2330,2318,12,,,,,,,,,,
2023,1,منطقة نجران,صُنع الورق ومنتجات الورق,صغيرة,2,5,3,2,37,37,0,,,,,,,,,,
2023,1,منطقة نجران,صُنع الورق ومنتجات الورق,متناهية الصغر,20,3,1,2,46,46,0,,,,,,,,,,
2023,1,المنطقة الشرقية,صُنع المواد الكيميائية والمنتجات الكيميائية,صغيرة,190,1169,784,385,3018,3001,17,,,,,,,,,,
2023,1,المنطقة الشرقية,صُنع المواد الكيميائية والمنتجات الكيميائية,كبيرة,19,10830,10565,265,3388,3388,0,,,,,,,,,,
2023,1,المنطقة الشرقية,صُنع المواد الكيميائية والمنتجات الكيميائية,متناهية الصغر,134,68,45,23,259,258,1,,,,,,,,,,
2023,1,المنطقة الشرقية,صُنع المواد الكيميائية والمنتجات الكيميائية,متوسطة,96,3579,3031,548,6260,6253,7,,,,,,,,,,
2023,1,منطقة الباحة,صُنع المواد الكيميائية والمنتجات الكيميائية,صغيرة,4,7,6,1,28,28,0,,,,,,,,,,
2023,1,منطقة الباحة,صُنع المواد الكيميائية والمنتجات الكيميائية,متناهية الصغر,4,0,0,0,11,11,0,,,,,,,,,,
2023,1,منطقة الباحة,صُنع المواد الكيميائية والمنتجات الكيميائية,متوسطة,1,19,5,14,50,50,0,,,,,,,,,,
2023,1,منطقة الجوف,صُنع المواد الكيميائية والمنتجات الكيميائية,صغيرة,2,3,0,3,10,10,0,,,,,,,,,,
2023,1,منطقة الجوف,صُنع المواد الكيميائية والمنتجات الكيميائية,متناهية الصغر,8,1,1,0,15,15,0,,,,,,,,,,
2023,1,منطقة الحدود الشمالية,صُنع المواد الكيميائية والمنتجات الكيميائية,صغيرة,2,13,13,0,7,7,0,,,,,,,,,,
2023,1,منطقة الحدود الشمالية,صُنع المواد الكيميائية والمنتجات الكيميائية,كبيرة,1,547,530,17,147,146,1,,,,,,,,,,
2023,1,منطقة الحدود الشمالية,صُنع المواد الكيميائية والمنتجات الكيميائية,متناهية الصغر,7,2,2,0,11,11,0,,,,,,,,,,
2023,1,منطقة الرياض,صُنع المواد الكيميائية والمنتجات الكيميائية,صغيرة,423,1953,844,1109,6623,6584,39,,,,,,,,,,
2023,1,منطقة الرياض,صُنع المواد الكيميائية والمنتجات الكيميائية,كبيرة,16,3988,2755,1233,4543,4526,17,,,,,,,,,,
2023,1,منطقة الرياض,صُنع المواد الكيميائية والمنتجات الكيميائية,متناهية الصغر,486,194,98,96,1008,991,17,,,,,,,,,,
2023,1,منطقة الرياض,صُنع المواد الكيميائية والمنتجات الكيميائية,متوسطة,108,2737,1397,1340,7530,7516,14,,,,,,,,,,
2023,1,منطقة القصيم,صُنع المواد الكيميائية والمنتجات الكيميائية,صغيرة,21,70,41,29,296,295,1,,,,,,,,,,
2023,1,منطقة القصيم,صُنع المواد الكيميائية والمنتجات الكيميائية,كبيرة,2,448,416,32,1359,1358,1,,,,,,,,,,
2023,1,منطقة القصيم,صُنع المواد الكيميائية والمنتجات الكيميائية,متناهية الصغر,27,13,7,6,53,53,0,,,,,,,,,,
2023,1,منطقة القصيم,صُنع المواد الكيميائية والمنتجات الكيميائية,متوسطة,7,189,116,73,564,564,0,,,,,,,,,,
2023,1,منطقة المدينة المنورة,صُنع المواد الكيميائية والمنتجات الكيميائية,صغيرة,34,184,139,45,446,444,2,,,,,,,,,,
2023,1,منطقة المدينة المنورة,صُنع المواد الكيميائية والمنتجات الكيميائية,كبيرة,5,2785,2764,21,655,655,0,,,,,,,,,,
2023,1,منطقة المدينة المنورة,صُنع المواد الكيميائية والمنتجات الكيميائية,متناهية الصغر,35,16,5,11,63,61,2,,,,,,,,,,
2023,1,منطقة المدينة المنورة,صُنع المواد الكيميائية والمنتجات الكيميائية,متوسطة,15,487,425,62,793,792,1,,,,,,,,,,
2023,1,منطقة تبوك,صُنع المواد الكيميائية والمنتجات الكيميائية,صغيرة,11,60,38,22,198,196,2,,,,,,,,,,
2023,1,منطقة تبوك,صُنع المواد الكيميائية والمنتجات الكيميائية,كبيرة,1,372,218,154,513,512,1,,,,,,,,,,
