السنة,الربع,المنطقة,النشاط الاقتصادي,حجم المنشأة,عدد المنشآت,عدد العاملين السعوديين,عدد السعوديين (ذكور),عدد السعوديات (إناث),عدد العاملين الأجانب,عدد الأجانب (ذكور),عدد الأجنبيات (إناث),Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
2023,1,المنطقة الشرقية,الأنشطة المساعدة لأنشطة الخدمات المالية وأنشطة التأمين,متوسطة,5,345,182,163,87,79,8,,,,,,,,,,
2023,1,منطقة الجوف,الأنشطة المساعدة لأنشطة الخدمات المالية وأنشطة التأمين,متناهية الصغر,1,0,0,0,2,2,0,,,,,,,,,,
2023,1,منطقة الرياض,الأنشطة المساعدة لأنشطة الخدمات المالية وأنشطة التأمين,صغيرة,166,2200,1341,859,859,809,50,,,,,,,,,,
2023,1,منطقة الرياض,الأنشطة المساعدة لأنشطة الخدمات المالية وأنشطة التأمين,كبيرة,12,23961,19011,4950,1380,1357,23,,,,,,,,,,
2023,1,منطقة الرياض,الأنشطة المساعدة لأنشطة الخدمات المالية وأنشطة التأمين,متناهية الصغر,166,215,134,81,153,148,5,,,,,,,,,,
2023,1,منطقة الرياض,الأنشطة المساعدة لأنشطة الخدمات المالية وأنشطة التأمين,متوسطة,37,3778,2529,1249,811,755,56,,,,,,,,,,
2023,1,منطقة القصيم,الأنشطة المساعدة لأنشطة الخدمات المالية وأنشطة التأمين,صغيرة,1,15,10,5,4,4,0,,,,,,,,,,
2023,1,منطقة القصيم,الأنشطة المساعدة لأنشطة الخدمات المالية وأنشطة التأمين,متناهية الصغر,5,4,1,3,9,9,0,,,,,,,,,,
2023,1,منطقة المدينة المنورة,الأنشطة المساعدة لأنشطة الخدمات المالية وأنشطة التأمين,صغيرة,5,35,28,7,4,4,0,,,,,,,,,,
2023,1,منطقة المدينة المنورة,الأنشطة المساعدة لأنشطة الخدمات المالية وأنشطة التأمين,متناهية الصغر,12,27,25,2,7,7,0,,,,,,,,,,
2023,1,منطقة تبوك,الأنشطة المساعدة لأنشطة الخدمات المالية وأنشطة التأمين,متناهية الصغر,3,4,3,1,4,4,0,,,,,,,,,,
2023,1,منطقة جازان,الأنشطة المساعدة لأنشطة الخدمات المالية وأنشطة التأمين,صغيرة,1,4,4,0,5,5,0,,,,,,,,,,
2023,1,منطقة حائل,الأنشطة المساعدة لأنشطة الخدمات المالية وأنشطة التأمين,متناهية الصغر,1,0,0,0,1,1,0,,,,,,,,,,
2023,1,منطقة عسير,الأنشطة المساعدة لأنشطة الخدمات المالية وأنشطة التأمين,متناهية الصغر,5,3,2,1,6,6,0,,,,,,,,,,
2023,1,منطقة مكة المكرمة,الأنشطة المساعدة لأنشطة الخدمات المالية وأنشطة التأمين,صغيرة,53,633,384,249,307,297,10,,,,,,,,,,
2023,1,منطقة مكة المكرمة,الأنشطة المساعدة لأنشطة الخدمات المالية وأنشطة التأمين,متناهية الصغر,73,102,72,30,90,88,2,,,,,,,,,,
2023,1,منطقة مكة المكرمة,الأنشطة المساعدة لأنشطة الخدمات المالية وأنشطة التأمين,متوسطة,11,760,494,266,243,233,10,,,,,,,,,,
2023,1,منطقة نجران,الأنشطة المساعدة لأنشطة الخدمات المالية وأنشطة التأمين,صغيرة,1,20,19,1,9,9,0,,,,,,,,,,
2023,1,منطقة نجران,الأنشطة المساعدة لأنشطة الخدمات المالية وأنشطة التأمين,متناهية الصغر,2,0,0,0,3,3,0,,,,,,,,,,
2023,1,المنطقة الشرقية,الأنشطة القانونية وأنشطة المحاسبة,صغيرة,126,868,534,334,541,529,12,,,,,,,,,,
2023,1,المنطقة الشرقية,الأنشطة القانونية وأنشطة المحاسبة,متناهية الصغر,301,440,269,171,281,272,9,,,,,,,,,,
2023,1,المنطقة الشرقية,الأنشطة القانونية وأنشطة المحاسبة,متوسطة,9,443,265,178,294,288,6,,,,,,,,,,
2023,1,منطقة الباحة,الأنشطة القانونية وأنشطة المحاسبة,صغيرة,1,10,0,10,7,1,6,,,,,,,,,,
2023,1,منطقة الباحة,الأنشطة القانونية وأنشطة المحاسبة,متناهية الصغر,12,12,7,5,14,14,0,,,,,,,,,,
2023,1,منطقة الجوف,الأنشطة القانونية وأنشطة المحاسبة,صغيرة,10,63,41,22,12,12,0,,,,,,,,,,
2023,1,منطقة الجوف,الأنشطة القانونية وأنشطة المحاسبة,متناهية الصغر,31,38,21,17,25,25,0,,,,,,,,,,
2023,1,منطقة الحدود الشمالية,الأنشطة القانونية وأنشطة المحاسبة,صغيرة,1,8,5,3,5,5,0,,,,,,,,,,
2023,1,منطقة الحدود الشمالية,الأنشطة القانونية وأنشطة المحاسبة,متناهية الصغر,9,13,10,3,6,6,0,,,,,,,,,,
2023,1,منطقة الرياض,الأنشطة القانونية وأنشطة المحاسبة,صغيرة,512,4025,2457,1568,2694,2573,121,,,,,,,,,,
2023,1,منطقة الرياض,الأنشطة القانونية وأنشطة المحاسبة,كبيرة,3,758,421,337,795,741,54,,,,,,,,,,
2023,1,منطقة الرياض,الأنشطة القانونية وأنشطة المحاسبة,متناهية الصغر,1591,1620,1032,588,2157,2115,42,,,,,,,,,,
2023,1,منطقة الرياض,الأنشطة القانونية وأنشطة المحاسبة,متوسطة,26,1158,664,494,1143,1084,59,,,,,,,,,,
2023,1,منطقة القصيم,الأنشطة القانونية وأنشطة المحاسبة,صغيرة,18,131,71,60,27,27,0,,,,,,,,,,
2023,1,منطقة القصيم,الأنشطة القانونية وأنشطة المحاسبة,متناهية الصغر,85,115,65,50,72,71,1,,,,,,,,,,
2023,1,منطقة المدينة المنورة,الأنشطة القانونية وأنشطة المحاسبة,صغيرة,30,253,150,103,109,107,2,,,,,,,,,,
2023,1,منطقة المدينة المنورة,الأنشطة القانونية وأنشطة المحاسبة,متناهية الصغر,93,122,78,44,83,78,5,,,,,,,,,,
2023,1,منطقة تبوك,الأنشطة القانونية وأنشطة المحاسبة,صغيرة,7,64,33,31,6,6,0,,,,,,,,,,
2023,1,منطقة تبوك,الأنشطة القانونية وأنشطة المحاسبة,متناهية الصغر,25,27,7,20,21,21,0,,,,,,,,,,
2023,1,منطقة جازان,الأنشطة القانونية وأنشطة المحاسبة,صغيرة,7,69,45,24,19,19,0,,,,,,,,,,
2023,1,منطقة جازان,الأنشطة القانونية وأنشطة المحاسبة,متناهية الصغر,39,44,28,16,50,48,2,,,,,,,,,,
2023,1,منطقة حائل,الأنشطة القانونية وأنشطة المحاسبة,صغيرة,4,30,29,1,15,15,0,,,,,,,,,,
2023,1,منطقة حائل,الأنشطة القانونية وأنشطة المحاسبة,متناهية الصغر,35,43,28,15,29,27,2,,,,,,,,,,
2023,1,منطقة عسير,الأنشطة القانونية وأنشطة المحاسبة,صغيرة,8,64,51,13,49,49,0,,,,,,,,,,
2023,1,منطقة عسير,الأنشطة القانونية وأنشطة المحاسبة,متناهية الصغر,79,91,66,25,80,80,0,,,,,,,,,,
2023,1,منطقة عسير,الأنشطة القانونية وأنشطة المحاسبة,متوسطة,2,70,36,34,82,82,0,,,,,,,,,,
2023,1,منطقة مكة المكرمة,الأنشطة القانونية وأنشطة المحاسبة,صغيرة,309,2405,1529,876,1311,1243,68,,,,,,,,,,
2023,1,منطقة مكة المكرمة,الأنشطة القانونية وأنشطة المحاسبة,كبيرة,1,163,57,106,122,118,4,,,,,,,,,,
2023,1,منطقة مكة المكرمة,الأنشطة القانونية وأنشطة المحاسبة,متناهية الصغر,770,1064,658,406,718,672,46,,,,,,,,,,
2023,1,منطقة مكة المكرمة,الأنشطة القانونية وأنشطة المحاسبة,متوسطة,13,929,552,377,803,776,27,,,,,,,,,,
2023,1,منطقة نجران,الأنشطة القانونية وأنشطة المحاسبة,صغيرة,3,15,9,6,20,20,0,,,,,,,,,,
2023,1,منطقة نجران,الأنشطة القانونية وأنشطة المحاسبة,متناهية الصغر,37,8,6,2,78,77,1,,,,,,,,,,
2023,1,المنطقة الشرقية,الأنشطة العقارية,صغيرة,217,1289,759,530,1652,1630,22,,,,,,,,,,
2023,1,المنطقة الشرقية,الأنشطة العقارية,كبيرة,2,156,56,100,607,607,0,,,,,,,,,,
2023,1,المنطقة الشرقية,الأنشطة العقارية,متناهية الصغر,732,522,313,209,1070,1059,11,,,,,,,,,,
2023,1,المنطقة الشرقية,الأنشطة العقارية,متوسطة,18,1060,702,358,968,949,19,,,,,,,,,,
2023,1,منطقة الباحة,الأنشطة العقارية,صغيرة,3,19,18,1,21,21,0,,,,,,,,,,
2023,1,منطقة الباحة,الأنشطة العقارية,متناهية الصغر,30,13,7,6,56,56,0,,,,,,,,,,
2023,1,منطقة الجوف,الأنشطة العقارية,صغيرة,7,47,28,19,69,68,1,,,,,,,,,,
2023,1,منطقة الجوف,الأنشطة العقارية,متناهية الصغر,55,30,15,15,89,87,2,,,,,,,,,,
2023,1,منطقة الحدود الشمالية,الأنشطة العقارية,صغيرة,4,20,15,5,31,31,0,,,,,,,,,,
2023,1,منطقة الحدود الشمالية,الأنشطة العقارية,متناهية الصغر,39,11,6,5,72,70,2,,,,,,,,,,
2023,1,منطقة الرياض,الأنشطة العقارية,صغيرة,754,4871,2915,1956,6268,6130,138,,,,,,,,,,
2023,1,منطقة الرياض,الأنشطة العقارية,كبيرة,9,2998,2055,943,1947,1893,54,,,,,,,,,,
2023,1,منطقة الرياض,الأنشطة العقارية,متناهية الصغر,2286,1912,1150,762,3168,3118,50,,,,,,,,,,
2023,1,منطقة الرياض,الأنشطة العقارية,متوسطة,61,3187,2268,919,2880,2819,61,,,,,,,,,,
2023,1,منطقة القصيم,الأنشطة العقارية,صغيرة,28,184,113,71,210,209,1,,,,,,,,,,
2023,1,منطقة القصيم,الأنشطة العقارية,كبيرة,1,51,30,21,214,214,0,,,,,,,,,,
2023,1,منطقة القصيم,الأنشطة العقارية,متناهية الصغر,194,103,66,37,304,299,5,,,,,,,,,,
2023,1,منطقة القصيم,الأنشطة العقارية,متوسطة,6,196,96,100,574,574,0,,,,,,,,,,
2023,1,منطقة المدينة المنورة,الأنشطة العقارية,صغيرة,43,204,136,68,347,347,0,,,,,,,,,,
2023,1,منطقة المدينة المنورة,الأنشطة العقارية,متناهية الصغر,300,132,82,50,510,503,7,,,,,,,,,,
2023,1,منطقة المدينة المنورة,الأنشطة العقارية,متوسطة,4,131,89,42,238,232,6,,,,,,,,,,
2023,1,منطقة تبوك,الأنشطة العقارية,صغيرة,10,53,39,14,111,110,1,,,,,,,,,,
2023,1,منطقة تبوك,الأنشطة العقارية,متناهية الصغر,132,51,33,18,211,211,0,,,,,,,,,,
2023,1,منطقة جازان,الأنشطة العقارية,صغيرة,15,32,13,19,149,148,1,,,,,,,,,,
2023,1,منطقة جازان,الأنشطة العقارية,متناهية الصغر,169,64,33,31,280,278,2,,,,,,,,,,
2023,1,منطقة جازان,الأنشطة العقارية,متوسطة,1,24,12,12,30,30,0,,,,,,,,,,
2023,1,منطقة حائل,الأنشطة العقارية,صغيرة,10,53,40,13,72,72,0,,,,,,,,,,
2023,1,منطقة حائل,الأنشطة العقارية,متناهية الصغر,89,38,20,18,142,142,0,,,,,,,,,,
2023,1,منطقة حائل,الأنشطة العقارية,متوسطة,1,0,0,0,59,59,0,,,,,,,,,,
2023,1,منطقة عسير,الأنشطة العقارية,صغيرة,35,126,87,39,241,241,0,,,,,,,,,,
2023,1,منطقة عسير,الأنشطة العقارية,متناهية الصغر,295,128,73,55,467,463,4,,,,,,,,,,
2023,1,منطقة عسير,الأنشطة العقارية,متوسطة,4,73,41,32,252,251,1,,,,,,,,,,
2023,1,منطقة مكة المكرمة,الأنشطة العقارية,صغيرة,457,2392,1373,1019,3922,3809,113,,,,,,,,,,
2023,1,منطقة مكة المكرمة,الأنشطة العقارية,كبيرة,3,927,511,416,553,531,22,,,,,,,,,,
2023,1,منطقة مكة المكرمة,الأنشطة العقارية,متناهية الصغر,1951,1174,683,491,3076,2998,78,,,,,,,,,,
2023,1,منطقة مكة المكرمة,الأنشطة العقارية,متوسطة,40,1518,1094,424,2331,2253,78,,,,,,,,,,
2023,1,منطقة نجران,الأنشطة العقارية,صغيرة,7,31,16,15,63,63,0,,,,,,,,,,
2023,1,منطقة نجران,الأنشطة العقارية,متناهية الصغر,66,9,6,3,118,117,1,,,,,,,,,,
2023,1,المنطقة الشرقية,الأنشطة الرياضية وأنشطة التسلية والترفيه,صغيرة,145,579,232,347,1221,1023,198,,,,,,,,,,
2023,1,المنطقة الشرقية,الأنشطة الرياضية وأنشطة التسلية والترفيه,متناهية الصغر,319,265,88,177,478,429,49,,,,,,,,,,
2023,1,المنطقة الشرقية,الأنشطة الرياضية وأنشطة التسلية والترفيه,متوسطة,8,282,99,183,436,425,11,,,,,,,,,,
2023,1,منطقة الباحة,الأنشطة الرياضية وأنشطة التسلية والترفيه,صغيرة,2,7,4,3,11,11,0,,,,,,,,,,
2023,1,منطقة الباحة,الأنشطة الرياضية وأنشطة التسلية والترفيه,متناهية الصغر,30,23,11,12,57,50,7,,,,,,,,,,
2023,1,منطقة الجوف,الأنشطة الرياضية وأنشطة التسلية والترفيه,صغيرة,10,45,24,21,60,60,0,,,,,,,,,,
2023,1,منطقة الجوف,الأنشطة الرياضية وأنشطة التسلية والترفيه,متناهية الصغر,39,15,6,9,69,63,6,,,,,,,,,,
2023,1,منطقة الحدود الشمالية,الأنشطة الرياضية وأنشطة التسلية والترفيه,صغيرة,9,29,10,19,69,56,13,,,,,,,,,,
2023,1,منطقة الحدود الشمالية,الأنشطة الرياضية وأنشطة التسلية والترفيه,متناهية الصغر,47,17,8,9,97,88,9,,,,,,,,,,
2023,1,منطقة الرياض,الأنشطة الرياضية وأنشطة التسلية والترفيه,صغيرة,278,1411,519,892,2613,2251,362,,,,,,,,,,
2023,1,منطقة الرياض,الأنشطة الرياضية وأنشطة التسلية والترفيه,كبيرة,6,1438,867,571,1900,1532,368,,,,,,,,,,
2023,1,منطقة الرياض,الأنشطة الرياضية وأنشطة التسلية والترفيه,متناهية الصغر,768,474,155,319,1359,1242,117,,,,,,,,,,
2023,1,منطقة الرياض,الأنشطة الرياضية وأنشطة التسلية والترفيه,متوسطة,29,1331,447,884,1516,1225,291,,,,,,,,,,
2023,1,منطقة القصيم,الأنشطة الرياضية وأنشطة التسلية والترفيه,صغيرة,49,233,103,130,361,329,32,,,,,,,,,,
2023,1,منطقة القصيم,الأنشطة الرياضية وأنشطة التسلية والترفيه,متناهية الصغر,75,67,30,37,103,89,14,,,,,,,,,,
2023,1,منطقة القصيم,الأنشطة الرياضية وأنشطة التسلية والترفيه,متوسطة,1,60,12,48,155,155,0,,,,,,,,,,
2023,1,منطقة المدينة المنورة,الأنشطة الرياضية وأنشطة التسلية والترفيه,صغيرة,37,181,59,122,268,247,21,,,,,,,,,,
2023,1,منطقة المدينة المنورة,الأنشطة الرياضية وأنشطة التسلية والترفيه,متناهية الصغر,102,83,33,50,164,143,21,,,,,,,,,,
2023,1,منطقة المدينة المنورة,الأنشطة الرياضية وأنشطة التسلية والترفيه,متوسطة,2,85,37,48,124,113,11,,,,,,,,,,
2023,1,منطقة تبوك,الأنشطة الرياضية وأنشطة التسلية والترفيه,صغيرة,25,101,33,68,150,130,20,,,,,,,,,,
2023,1,منطقة تبوك,الأنشطة الرياضية وأنشطة التسلية والترفيه,متناهية الصغر,76,36,11,25,133,125,8,,,,,,,,,,
2023,1,منطقة جازان,الأنشطة الرياضية وأنشطة التسلية والترفيه,صغيرة,12,35,9,26,177,161,16,,,,,,,,,,
2023,1,منطقة جازان,الأنشطة الرياضية وأنشطة التسلية والترفيه,متناهية الصغر,69,43,14,29,102,88,14,,,,,,,,,,
2023,1,منطقة جازان,الأنشطة الرياضية وأنشطة التسلية والترفيه,متوسطة,3,33,18,15,195,195,0,,,,,,,,,,
2023,1,منطقة حائل,الأنشطة الرياضية وأنشطة التسلية والترفيه,صغيرة,23,85,35,50,203,201,2,,,,,,,,,,
2023,1,منطقة حائل,الأنشطة الرياضية وأنشطة التسلية والترفيه,متناهية الصغر,60,39,21,18,107,102,5,,,,,,,,,,
2023,1,منطقة عسير,الأنشطة الرياضية وأنشطة التسلية والترفيه,صغيرة,65,285,81,204,568,499,69,,,,,,,,,,
2023,1,منطقة عسير,الأنشطة الرياضية وأنشطة التسلية والترفيه,متناهية الصغر,145,88,35,53,249,236,13,,,,,,,,,,
2023,1,منطقة مكة المكرمة,الأنشطة الرياضية وأنشطة التسلية والترفيه,صغيرة,199,1023,384,639,1514,1293,221,,,,,,,,,,
2023,1,منطقة مكة المكرمة,الأنشطة الرياضية وأنشطة التسلية والترفيه,كبيرة,1,140,76,64,166,109,57,,,,,,,,,,
2023,1,منطقة مكة المكرمة,الأنشطة الرياضية وأنشطة التسلية والترفيه,متناهية الصغر,605,383,154,229,1064,966,98,,,,,,,,,,
2023,1,منطقة مكة المكرمة,الأنشطة الرياضية وأنشطة التسلية والترفيه,متوسطة,25,1257,490,767,1272,1147,125,,,,,,,,,,
2023,1,منطقة نجران,الأنشطة الرياضية وأنشطة التسلية والترفيه,صغيرة,16,68,38,30,117,113,4,,,,,,,,,,
2023,1,منطقة نجران,الأنشطة الرياضية وأنشطة التسلية والترفيه,متناهية الصغر,41,22,13,9,87,81,6,,,,,,,,,,
2023,1,المنطقة الشرقية,الأنشطة البيطرية,صغيرة,13,65,25,40,137,129,8,,,,,,,,,,
2023,1,المنطقة الشرقية,الأنشطة البيطرية,متناهية الصغر,50,30,15,15,84,77,7,,,,,,,,,,
2023,1,منطقة الباحة,الأنشطة البيطرية,متناهية الصغر,2,1,0,1,2,2,0,,,,,,,,,,
2023,1,منطقة الجوف,الأنشطة البيطرية,متناهية الصغر,1,0,0,0,3,3,0,,,,,,,,,,
2023,1,منطقة الحدود الشمالية,الأنشطة البيطرية,متناهية الصغر,5,3,2,1,10,10,0,,,,,,,,,,
2023,1,منطقة الرياض,الأنشطة البيطرية,صغيرة,35,161,65,96,324,283,41,,,,,,,,,,
2023,1,منطقة الرياض,الأنشطة البيطرية,متناهية الصغر,83,50,17,33,144,138,6,,,,,,,,,,
2023,1,منطقة الرياض,الأنشطة البيطرية,متوسطة,3,89,40,49,124,115,9,,,,,,,,,,
2023,1,منطقة القصيم,الأنشطة البيطرية,صغيرة,3,11,9,2,10,10,0,,,,,,,,,,
2023,1,منطقة القصيم,الأنشطة البيطرية,متناهية الصغر,19,5,2,3,33,31,2,,,,,,,,,,
2023,1,منطقة القصيم,الأنشطة البيطرية,متوسطة,1,31,31,0,55,55,0,,,,,,,,,,
2023,1,منطقة المدينة المنورة,الأنشطة البيطرية,صغيرة,4,15,4,11,22,17,5,,,,,,,,,,
2023,1,منطقة المدينة المنورة,الأنشطة البيطرية,متناهية الصغر,17,2,1,1,31,30,1,,,,,,,,,,
2023,1,منطقة تبوك,الأنشطة البيطرية,صغيرة,2,7,1,6,17,16,1,,,,,,,,,,
2023,1,منطقة تبوك,الأنشطة البيطرية,متناهية الصغر,8,7,6,1,14,14,0,,,,,,,,,,
2023,1,منطقة جازان,الأنشطة البيطرية,متناهية الصغر,7,4,2,2,14,14,0,,,,,,,,,,
2023,1,منطقة حائل,الأنشطة البيطرية,صغيرة,1,1,0,1,6,6,0,,,,,,,,,,
2023,1,منطقة حائل,الأنشطة البيطرية,متناهية الصغر,7,0,0,0,14,13,1,,,,,,,,,,
2023,1,منطقة عسير,الأنشطة البيطرية,صغيرة,3,7,5,2,27,24,3,,,,,,,,,,
2023,1,منطقة عسير,الأنشطة البيطرية,متناهية الصغر,33,6,2,4,54,53,1,,,,,,,,,,
2023,1,منطقة مكة المكرمة,الأنشطة البيطرية,صغيرة,20,98,23,75,181,156,25,,,,,,,,,,
2023,1,منطقة مكة المكرمة,الأنشطة البيطرية,متناهية الصغر,56,23,8,15,101,96,5,,,,,,,,,,
2023,1,منطقة مكة المكرمة,الأنشطة البيطرية,متوسطة,1,19,6,13,45,38,7,,,,,,,,,,
2023,1,منطقة نجران,الأنشطة البيطرية,متناهية الصغر,11,2,1,1,17,17,0,,,,,,,,,,
2023,1,المنطقة الشرقية,الأنشطة الإيجارية,صغيرة,321,1097,704,393,3557,3545,12,,,,,,,,,,
2023,1,المنطقة الشرقية,الأنشطة الإيجارية,كبيرة,10,1204,794,410,2867,2864,3,,,,,,,,,,
2023,1,المنطقة الشرقية,الأنشطة الإيجارية,متناهية الصغر,1964,424,226,198,4123,4108,15,,,,,,,,,,
2023,1,المنطقة الشرقية,الأنشطة الإيجارية,متوسطة,39,890,651,239,2935,2929,6,,,,,,,,,,
2023,1,منطقة الباحة,الأنشطة الإيجارية,صغيرة,7,6,2,4,47,47,0,,,,,,,,,,
2023,1,منطقة الباحة,الأنشطة الإيجارية,متناهية الصغر,144,15,13,2,280,278,2,,,,,,,,,,
2023,1,منطقة الجوف,الأنشطة الإيجارية,صغيرة,25,22,18,4,204,204,0,,,,,,,,,,
2023,1,منطقة الجوف,الأنشطة الإيجارية,متناهية الصغر,603,38,23,15,1205,1194,11,,,,,,,,,,
2023,1,منطقة الحدود الشمالية,الأنشطة الإيجارية,صغيرة,9,32,23,9,92,92,0,,,,,,,,,,
2023,1,منطقة الحدود الشمالية,الأنشطة الإيجارية,متناهية الصغر,199,20,18,2,415,411,4,,,,,,,,,,
2023,1,منطقة الرياض,الأنشطة الإيجارية,صغيرة,1012,1460,829,631,7985,7930,55,,,,,,,,,,
2023,1,منطقة الرياض,الأنشطة الإيجارية,كبيرة,6,1615,1339,276,2482,2479,3,,,,,,,,,,
2023,1,منطقة الرياض,الأنشطة الإيجارية,متناهية الصغر,48937,2682,1289,1393,124732,124158,574,,,,,,,,,,
2023,1,منطقة الرياض,الأنشطة الإيجارية,متوسطة,40,1655,1178,477,2856,2846,10,,,,,,,,,,
2023,1,منطقة القصيم,الأنشطة الإيجارية,صغيرة,65,142,97,45,511,510,1,,,,,,,,,,
2023,1,منطقة القصيم,الأنشطة الإيجارية,كبيرة,1,73,62,11,278,278,0,,,,,,,,,,
2023,1,منطقة القصيم,الأنشطة الإيجارية,متناهية الصغر,1141,154,97,57,2612,2591,21,,,,,,,,,,
2023,1,منطقة القصيم,الأنشطة الإيجارية,متوسطة,4,158,124,34,473,473,0,,,,,,,,,,
2023,1,منطقة المدينة المنورة,الأنشطة الإيجارية,صغيرة,76,264,174,90,772,771,1,,,,,,,,,,
2023,1,منطقة المدينة المنورة,الأنشطة الإيجارية,متناهية الصغر,986,133,80,53,2016,2004,12,,,,,,,,,,
2023,1,منطقة المدينة المنورة,الأنشطة الإيجارية,متوسطة,4,151,144,7,381,381,0,,,,,,,,,,
2023,1,منطقة تبوك,الأنشطة الإيجارية,صغيرة,17,75,66,9,155,155,0,,,,,,,,,,
2023,1,منطقة تبوك,الأنشطة الإيجارية,متناهية الصغر,424,52,26,26,776,773,3,,,,,,,,,,
2023,1,منطقة تبوك,الأنشطة الإيجارية,متوسطة,4,74,57,17,206,206,0,,,,,,,,,,
2023,1,منطقة جازان,الأنشطة الإيجارية,صغيرة,22,45,34,11,235,226,9,,,,,,,,,,
2023,1,منطقة جازان,الأنشطة الإيجارية,متناهية الصغر,1130,73,40,33,2560,2552,8,,,,,,,,,,
2023,1,منطقة جازان,الأنشطة الإيجارية,متوسطة,1,37,37,0,28,28,0,,,,,,,,,,
2023,1,منطقة حائل,الأنشطة الإيجارية,صغيرة,43,42,30,12,304,302,2,,,,,,,,,,
2023,1,منطقة حائل,الأنشطة الإيجارية,متناهية الصغر,905,59,26,33,2339,2322,17,,,,,,,,,,
2023,1,منطقة حائل,الأنشطة الإيجارية,متوسطة,1,0,0,0,69,69,0,,,,,,,,,,
2023,1,منطقة عسير,الأنشطة الإيجارية,صغيرة,64,176,117,59,506,502,4,,,,,,,,,,
2023,1,منطقة عسير,الأنشطة الإيجارية,متناهية الصغر,1394,148,84,64,2774,2767,7,,,,,,,,,,
2023,1,منطقة عسير,الأنشطة الإيجارية,متوسطة,1,59,59,0,61,60,1,,,,,,,,,,
2023,1,منطقة مكة المكرمة,الأنشطة الإيجارية,صغيرة,219,858,589,269,2121,2099,22,,,,,,,,,,
2023,1,منطقة مكة المكرمة,الأنشطة الإيجارية,كبيرة,5,596,398,198,1502,1500,2,,,,,,,,,,
2023,1,منطقة مكة المكرمة,الأنشطة الإيجارية,متناهية الصغر,3187,417,235,182,6850,6759,91,,,,,,,,,,
2023,1,منطقة مكة المكرمة,الأنشطة الإيجارية,متوسطة,23,756,633,123,1265,1263,2,,,,,,,,,,
2023,1,منطقة نجران,الأنشطة الإيجارية,صغيرة,40,40,23,17,347,347,0,,,,,,,,,,
2023,1,منطقة نجران,الأنشطة الإيجارية,متناهية الصغر,1234,62,31,31,2987,2971,16,,,,,,,,,,
2023,1,المنطقة الشرقية,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,صغيرة,136,766,367,399,1077,1049,28,,,,,,,,,,
2023,1,المنطقة الشرقية,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,كبيرة,2,659,501,158,803,803,0,,,,,,,,,,
2023,1,المنطقة الشرقية,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,متناهية الصغر,788,416,186,230,1353,1320,33,,,,,,,,,,
2023,1,المنطقة الشرقية,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,متوسطة,14,707,512,195,963,948,15,,,,,,,,,,
2023,1,منطقة الباحة,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,صغيرة,6,21,20,1,32,32,0,,,,,,,,,,
2023,1,منطقة الباحة,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,متناهية الصغر,43,16,10,6,75,75,0,,,,,,,,,,
2023,1,منطقة الجوف,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,صغيرة,5,9,4,5,35,35,0,,,,,,,,,,
2023,1,منطقة الجوف,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,متناهية الصغر,88,22,12,10,175,171,4,,,,,,,,,,
2023,1,منطقة الحدود الشمالية,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,صغيرة,3,5,0,5,18,18,0,,,,,,,,,,
2023,1,منطقة الحدود الشمالية,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,متناهية الصغر,50,9,5,4,99,99,0,,,,,,,,,,
2023,1,منطقة الرياض,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,صغيرة,542,3306,1403,1903,4338,4040,298,,,,,,,,,,
2023,1,منطقة الرياض,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,كبيرة,12,4894,2658,2236,3012,2739,273,,,,,,,,,,
2023,1,منطقة الرياض,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,متناهية الصغر,2317,1300,606,694,3941,3799,142,,,,,,,,,,
2023,1,منطقة الرياض,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,متوسطة,47,2182,1003,1179,2178,2014,164,,,,,,,,,,
